name,final
000241,RIGHT
000242,CENTER
000243,LEFT
000244,CENTER
000245,LEFT
000246,LEFT
000247,CENTER
000248,CENTER
000249,CENTER
000250,CENTER
000251,RIGHT
000252,CENTER
000253,CENTER
000254,CENTER
000255,CENTER
000256,RIGHT
000257,LEFT
000258,CENTER
000259,RIGHT
000260,CENTER
000261,RIGHT
000262,CENTER
000263,CENTER
000264,CENTER
000265,RIGHT
000266,CENTER
000267,CENTER
000268,CENTER
000269,CENTER
000270,CENTER
000271,CENTER
000272,LEFT
000273,CENTER
000274,CENTER
000275,CENTER
000276,CENTER
000277,CENTER
000278,CENTER
000279,LEFT
000280,CENTER
000281,LEFT
000282,CENTER
000283,RIGHT
000284,CENTER
000285,CENTER
000286,CENTER
000287,RIGHT
000288,CENTER
000289,CENTER
000290,CENTER
000291,CENTER
000292,CENTER
000293,LEFT
000294,LEFT
000295,LEFT
000296,CENTER
000297,CENTER
000298,CENTER
000299,CENTER
000300,CENTER
000301,CENTER
000301,CENTER
000302,CENTER
000303,CENTER
000304,CENTER
000305,CENTER
000306,CENTER
000307,CENTER
000308,RIGHT
000309,LEFT
000310,CENTER
000311,CENTER
000312,CENTER
000313,CENTER
000314,LEFT
000315,CENTER
000316,RIGHT
000317,LEFT
000318,CENTER
000319,RIGHT
000320,CENTER
000321,LEFT
000322,CENTER
000323,CENTER
000324,CENTER
000325,CENTER
000326,CENTER
000327,CENTER
000328,RIGHT
000329,LEFT
000330,CENTER
000331,CENTER
000332,CENTER
000333,CENTER
000334,CENTER
000335,CENTER
000336,CENTER
000337,CENTER
000338,CENTER
000339,CENTER
000340,CENTER
000341,LEFT
000342,RIGHT
000343,RIGHT
000344,CENTER
000345,CENTER
000346,CENTER
000347,RIGHT
000348,CENTER
000349,CENTER
000350,CENTER
000351,LEFT
000352,CENTER
000353,CENTER
000354,CENTER
000355,CENTER
000356,CENTER
000357,CENTER
000358,CENTER
000359,CENTER
000360,CENTER
000361,CENTER
000362,CENTER
000363,LEFT
000364,CENTER
000365,CENTER
000366,LEFT
000367,CENTER
000368,CENTER
000369,CENTER
000370,RIGHT
000371,LEFT
000372,LEFT
000373,RIGHT
000374,CENTER
000375,LEFT
000376,LEFT
000377,CENTER
000378,RIGHT
000379,RIGHT
000380,RIGHT
000381,LEFT
000382,CENTER
000383,CENTER
000384,CENTER
000385,RIGHT
000386,CENTER
000387,CENTER
000388,CENTER
000389,CENTER
000390,CENTER
000391,LEFT
000392,CENTER
000393,CENTER
000394,CENTER
000395,RIGHT
000396,LEFT
000397,CENTER
000398,CENTER
000399,CENTER
000400,CENTER
000401,CENTER
000402,CENTER
000403,CENTER
000404,CENTER
000405,LEFT
000406,CENTER
000407,RIGHT
000408,CENTER
000409,LEFT
000410,LEFT
000411,CENTER
000412,CENTER
000413,RIGHT
000414,CENTER
000415,CENTER
000416,CENTER
000417,RIGHT
000418,LEFT
000419,CENTER
000420,CENTER
000421,RIGHT
000422,CENTER
000423,CENTER
000424,RIGHT
000425,CENTER
000426,CENTER
000427,CENTER
000428,CENTER
000429,CENTER
000430,CENTER
000431,CENTER
000432,CENTER
000433,CENTER
000434,CENTER
000435,CENTER
000436,CENTER
000437,LEFT
000438,LEFT
000439,LEFT
000440,CENTER
000441,CENTER
000442,CENTER
000443,CENTER
000444,RIGHT
000445,CENTER
000446,CENTER
000447,RIGHT
000448,CENTER
000449,CENTER
000450,CENTER
000451,CENTER
000452,CENTER
000453,LEFT
000454,RIGHT
000455,CENTER
000456,CENTER
000457,CENTER
000458,CENTER
000459,RIGHT
000460,LEFT
000461,CENTER
000462,CENTER
000463,LEFT
000464,RIGHT
000465,CENTER
000466,CENTER
000467,CENTER
000468,CENTER
000469,LEFT
000470,CENTER
000471,LEFT
000472,CENTER
000473,CENTER
000474,RIGHT
000475,CENTER
000476,CENTER
000477,CENTER
000478,CENTER
000479,CENTER
000480,CENTER
000481,CENTER
000482,CENTER
000483,LEFT
000484,CENTER
000485,RIGHT
000486,LEFT
000487,CENTER
000488,CENTER
000489,CENTER
000490,CENTER
000491,RIGHT
000492,CENTER
000493,CENTER
000494,CENTER
000495,CENTER
000496,CENTER
000497,CENTER
000498,CENTER
000499,LEFT
000500,LEFT
000501,CENTER
000502,CENTER
000503,CENTER
000504,CENTER
000505,RIGHT
000506,LEFT
000507,CENTER
000508,CENTER
000509,CENTER
000510,RIGHT
000511,CENTER
000512,LEFT
000513,CENTER
000514,CENTER
000515,CENTER
000516,CENTER
000517,RIGHT
000518,RIGHT
000519,CENTER
000520,CENTER
000521,LEFT
000522,RIGHT
000523,CENTER
000524,LEFT
000525,LEFT
000526,RIGHT
000527,CENTER
000528,CENTER
000529,RIGHT
000530,CENTER
000531,RIGHT
000532,CENTER
000533,CENTER
000534,CENTER
000535,CENTER
000536,CENTER
000537,CENTER
000538,RIGHT
000539,CENTER
000540,CENTER
000541,RIGHT
000542,RIGHT
000543,RIGHT
000544,CENTER
000545,CENTER
000546,CENTER
000547,RIGHT
000548,CENTER
000549,CENTER
000550,CENTER
000551,CENTER
000552,CENTER
000553,RIGHT
000554,CENTER
000555,CENTER
000556,CENTER
000557,RIGHT
000558,CENTER
000559,RIGHT
000560,CENTER
000561,CENTER
000562,RIGHT
000563,RIGHT
000564,CENTER
000565,CENTER
000566,CENTER
000567,CENTER
000568,CENTER
000569,CENTER
000570,CENTER
000571,CENTER
000572,CENTER
000573,RIGHT
000574,CENTER
000575,CENTER
000576,RIGHT
000577,RIGHT
000578,CENTER
000579,CENTER
000580,RIGHT
000581,RIGHT
000582,RIGHT
000583,CENTER
000584,RIGHT
000585,CENTER
000586,CENTER
000587,CENTER
000588,CENTER
000589,CENTER
000590,CENTER
000591,CENTER
000592,CENTER
000593,LEFT
000594,CENTER
000595,CENTER
000596,CENTER
000597,LEFT
000598,LEFT
000599,LEFT
000600,CENTER
000601,RIGHT
000602,CENTER
000603,CENTER
000604,CENTER
000605,CENTER
000606,RIGHT
000607,CENTER
000608,LEFT
000609,CENTER
000610,CENTER
000611,CENTER
000612,RIGHT
000613,CENTER
000614,RIGHT
000615,CENTER
000616,CENTER
000617,CENTER
000618,CENTER
000619,CENTER
000620,LEFT
000621,CENTER
000622,CENTER
000623,RIGHT
000624,RIGHT
000625,CENTER
000626,LEFT
000627,LEFT
000628,CENTER
000629,RIGHT
000630,LEFT
000631,CENTER
000632,CENTER
000633,CENTER
000634,CENTER
000635,LEFT
000636,CENTER
000637,CENTER
000638,CENTER
000639,RIGHT
000640,CENTER
000641,CENTER
000642,CENTER
000643,CENTER
000644,RIGHT
000645,CENTER
000646,RIGHT
000647,CENTER
000648,CENTER
000649,LEFT
000650,CENTER
000651,RIGHT
000652,CENTER
000653,CENTER
000654,LEFT
000655,LEFT
000656,CENTER
000657,CENTER
000658,CENTER
000659,CENTER
000660,CENTER
000661,CENTER
000662,CENTER
000663,RIGHT
000664,RIGHT
000665,CENTER
000666,RIGHT
000667,CENTER
000668,CENTER
000669,RIGHT
000670,CENTER
000671,CENTER
000672,CENTER
000673,CENTER
000674,CENTER
000675,CENTER
000676,CENTER
000677,CENTER
000678,LEFT
000679,CENTER
000680,CENTER
000681,CENTER
000682,CENTER
000683,CENTER
000684,LEFT
000685,LEFT
000686,CENTER
000687,CENTER
000688,CENTER
000689,RIGHT
000690,CENTER
000691,RIGHT
000692,CENTER
000693,LEFT
000694,RIGHT
000695,CENTER
000696,CENTER
000697,LEFT
000698,CENTER
000699,RIGHT
000700,RIGHT
000701,CENTER
000702,CENTER
000703,CENTER
000704,CENTER
000705,CENTER
000706,CENTER
000707,LEFT
000708,LEFT
000709,LEFT
000710,CENTER
000711,RIGHT
000712,CENTER
000713,CENTER
000714,RIGHT
000715,RIGHT
000716,RIGHT
000717,CENTER
000718,CENTER
000719,CENTER
000720,CENTER
000721,CENTER
000722,CENTER
000723,CENTER
000724,CENTER
000725,LEFT
000726,RIGHT
000727,LEFT
000728,RIGHT
000729,RIGHT
000730,RIGHT
000731,RIGHT
000732,LEFT
000733,CENTER
000734,LEFT
000735,CENTER
000736,CENTER
000737,CENTER
000738,CENTER
000739,CENTER
000740,CENTER
000741,CENTER
000742,CENTER
000743,CENTER
000744,CENTER
000745,CENTER
000746,LEFT
000747,LEFT
000748,CENTER
000749,CENTER
000750,LEFT
000751,LEFT
000752,LEFT
000753,LEFT
000754,LEFT
000755,CENTER
000756,CENTER
000757,RIGHT
000758,CENTER
000759,CENTER
000760,LEFT
000761,CENTER
000762,CENTER
000763,CENTER
000764,CENTER
000765,CENTER
000766,RIGHT
000767,CENTER
000768,CENTER
000769,CENTER
000770,CENTER
000771,CENTER
000772,CENTER
000773,LEFT
000774,CENTER
000775,CENTER
000776,CENTER
000777,LEFT
000778,CENTER
000779,RIGHT
000780,CENTER
000781,CENTER
000782,RIGHT
000783,CENTER
000784,CENTER
000785,LEFT
000786,CENTER
000787,CENTER
000788,CENTER
000789,CENTER
000790,CENTER
000791,CENTER
000792,RIGHT
000793,LEFT
000794,CENTER
000795,CENTER
000796,CENTER
000797,CENTER
000798,CENTER
000799,LEFT
000800,CENTER
000801,CENTER
000802,RIGHT
000803,RIGHT
000804,CENTER
000805,LEFT
000806,CENTER
000807,CENTER
000808,CENTER
000809,CENTER
000810,RIGHT
000811,CENTER
000812,CENTER
000813,CENTER
000814,CENTER
000815,LEFT
000816,CENTER
000817,RIGHT
000818,LEFT
000819,LEFT
000820,LEFT
000821,CENTER
000822,LEFT
000823,RIGHT
000824,LEFT
000825,CENTER
000826,CENTER
000827,CENTER
000828,CENTER
000829,LEFT
000830,CENTER
000831,CENTER
000832,CENTER
000833,LEFT
000834,LEFT
000835,CENTER
000836,CENTER
000837,LEFT
000838,LEFT
000839,CENTER
000840,RIGHT
000841,CENTER
000842,RIGHT
000843,LEFT
000844,CENTER
000845,CENTER
000846,LEFT
000847,RIGHT
000848,CENTER
000849,CENTER
000850,CENTER
000851,CENTER
000852,LEFT
000853,CENTER
000854,LEFT
000855,CENTER
000856,CENTER
000857,CENTER
000858,CENTER
000859,CENTER
000860,CENTER
000861,CENTER
000862,LEFT
000863,RIGHT
000864,CENTER
000865,CENTER
000866,CENTER
000867,CENTER
000868,LEFT
000869,LEFT
000870,RIGHT
000871,CENTER
000872,CENTER
000873,CENTER
000874,CENTER
000875,CENTER
000876,CENTER
000877,CENTER
000878,RIGHT
000879,CENTER
000880,CENTER
000881,LEFT
000882,CENTER
000883,CENTER
000884,CENTER
000885,CENTER
000886,LEFT
000887,LEFT
000888,CENTER
000889,LEFT
000890,RIGHT
000891,CENTER
000892,CENTER
000893,CENTER
000894,CENTER
000895,CENTER
000896,CENTER
000897,CENTER
000898,CENTER
000899,CENTER
000900,CENTER
000901,CENTER
000902,CENTER
000903,LEFT
000904,LEFT
000905,CENTER
000906,LEFT
000907,CENTER
000908,CENTER
000909,LEFT
000910,CENTER
000911,RIGHT
000912,LEFT
000913,CENTER
000914,RIGHT
000915,CENTER
000916,LEFT
000917,RIGHT
000918,CENTER
000919,CENTER
000920,LEFT
000921,CENTER
000922,LEFT
000923,CENTER
000924,CENTER
000925,CENTER
000926,LEFT
000927,CENTER
000928,CENTER
000929,CENTER
000930,CENTER
000931,LEFT
000932,CENTER
000933,CENTER
000934,RIGHT
000935,CENTER
000936,CENTER
000937,LEFT
000938,LEFT
000939,CENTER
000940,LEFT
000941,CENTER
000942,CENTER
000943,CENTER
000944,CENTER
000945,CENTER
000946,CENTER
000947,RIGHT
000948,RIGHT
000949,RIGHT
000950,LEFT
000951,RIGHT
000952,CENTER
000953,LEFT
000954,CENTER
000955,CENTER
000956,CENTER
000957,CENTER
000958,CENTER
000959,CENTER
000960,CENTER
000961,CENTER
000962,CENTER
000963,CENTER
000964,RIGHT
000965,CENTER
000966,CENTER
000967,CENTER
000968,CENTER
000969,CENTER
000970,LEFT
000971,CENTER
000972,LEFT
000973,LEFT
000974,CENTER
000975,CENTER
000976,CENTER
000977,CENTER
000978,RIGHT
000979,RIGHT
000980,LEFT
000981,LEFT
000982,LEFT
000983,LEFT
000984,LEFT
000985,RIGHT
000986,LEFT
000987,CENTER
000988,CENTER
000989,CENTER
000990,CENTER
000991,CENTER
000992,CENTER
000993,CENTER
000994,LEFT
000995,LEFT
000996,CENTER
000997,CENTER
000998,CENTER
000999,LEFT
001000,CENTER
001001,LEFT
001002,LEFT
001003,CENTER
001004,LEFT
001005,CENTER
001006,CENTER
001007,CENTER
001008,LEFT
001009,CENTER
001010,CENTER
001011,CENTER
001012,LEFT
001013,CENTER
001014,CENTER
001015,CENTER
001016,RIGHT
001017,LEFT
001018,CENTER
001019,CENTER
001020,CENTER
001021,CENTER
001022,LEFT
001023,CENTER
001024,CENTER
001025,CENTER
001026,CENTER
001027,CENTER
001028,LEFT
001029,LEFT
001030,CENTER
001031,CENTER
001032,RIGHT
001033,CENTER
001034,LEFT
001035,LEFT
001036,CENTER
001037,CENTER
001038,LEFT
001039,CENTER
001040,LEFT
001041,CENTER
001042,RIGHT
001043,CENTER
001044,RIGHT
001045,LEFT
001046,LEFT
001047,LEFT
001048,CENTER
001049,RIGHT
001050,CENTER
001051,RIGHT
001052,RIGHT
001053,CENTER
001054,CENTER
001055,CENTER
001056,CENTER
001057,CENTER
001058,CENTER
001059,CENTER
001060,LEFT
001061,RIGHT
001062,CENTER
001063,LEFT
001064,CENTER
001065,CENTER
001066,LEFT
001067,LEFT
001068,CENTER
001069,RIGHT
001070,CENTER
001071,CENTER
001072,CENTER
001073,CENTER
001074,CENTER
001075,CENTER
001076,CENTER
001077,CENTER
001078,CENTER
001079,CENTER
001080,CENTER
001081,CENTER
001082,CENTER
001083,RIGHT
001084,RIGHT
001085,CENTER
001086,CENTER
001087,LEFT
001088,CENTER
001089,CENTER
001090,LEFT
001091,LEFT
001092,CENTER
001093,RIGHT
001094,CENTER
001095,CENTER
001096,LEFT
001097,CENTER
001098,LEFT
001099,LEFT
001100,LEFT
001101,CENTER
001102,LEFT
001103,LEFT
001104,CENTER
001105,CENTER
001106,RIGHT
001107,CENTER
001108,CENTER
001109,CENTER
001110,LEFT
001111,CENTER
001112,RIGHT
001113,LEFT
001114,CENTER
001115,CENTER
001116,CENTER
001117,CENTER
001118,CENTER
001119,CENTER
001120,LEFT
001121,RIGHT
001122,LEFT
001123,CENTER
001124,CENTER
001125,CENTER
001126,CENTER
001127,RIGHT
001128,CENTER
001129,CENTER
001130,CENTER
001131,CENTER
001132,CENTER
001133,LEFT
001134,RIGHT
001135,RIGHT
001136,LEFT
001137,RIGHT
001138,CENTER
001139,CENTER
001140,CENTER
001141,CENTER
001142,CENTER
001143,CENTER
001144,RIGHT
001145,CENTER
001146,CENTER
001147,CENTER
001148,CENTER
001149,CENTER
001150,CENTER
001151,CENTER
001152,RIGHT
001153,CENTER
001154,CENTER
001155,CENTER
001156,CENTER
001157,CENTER
001158,CENTER
001159,CENTER
001160,CENTER
001161,CENTER
001162,CENTER
001163,LEFT
001164,CENTER
001165,CENTER
001166,CENTER
001167,CENTER
001168,CENTER
001169,CENTER
001170,LEFT
001171,RIGHT
001172,CENTER
001173,CENTER
001174,CENTER
001175,CENTER
001176,CENTER
001177,CENTER
001178,CENTER
001179,CENTER
001180,LEFT
001181,CENTER
001182,CENTER
001183,CENTER
001184,CENTER
001185,CENTER
001186,CENTER
001187,CENTER
001188,LEFT
001189,CENTER
001190,CENTER
001191,CENTER
001192,LEFT
001193,CENTER
001194,CENTER
001195,LEFT
001196,CENTER
001197,RIGHT
001198,CENTER
001199,CENTER
001200,CENTER
001201,CENTER
001202,CENTER
001203,CENTER
001204,RIGHT
001205,CENTER
001206,CENTER
001207,CENTER
001208,CENTER
001209,CENTER
001210,CENTER
001211,CENTER
001212,CENTER
001213,CENTER
001214,CENTER
001215,CENTER
001216,LEFT
001217,CENTER
001218,CENTER
001219,CENTER
001220,CENTER
001221,LEFT
001222,CENTER
001223,CENTER
001224,CENTER
001225,LEFT
001226,LEFT
001227,RIGHT
001228,CENTER
001229,CENTER
001230,CENTER
001231,LEFT
001232,RIGHT
001233,CENTER
001234,CENTER
001235,CENTER
001236,CENTER
001237,CENTER
001238,CENTER
001239,CENTER
001240,CENTER
001241,CENTER
001242,CENTER
001243,CENTER
001244,CENTER
001245,CENTER
001246,LEFT
001247,CENTER
001248,RIGHT
001249,CENTER
001250,RIGHT
001251,CENTER
001252,CENTER
001253,CENTER
001254,LEFT
001255,LEFT
001256,CENTER
001257,CENTER
001258,CENTER
001259,CENTER
001260,CENTER
001261,RIGHT
001262,LEFT
001263,LEFT
001264,CENTER
001265,CENTER
001266,RIGHT
001267,LEFT
001268,CENTER
001269,LEFT
001270,RIGHT
001271,CENTER
001272,CENTER
001273,CENTER
001274,CENTER
001275,CENTER
001276,CENTER
001277,CENTER
001278,LEFT
001279,CENTER
001280,LEFT
001281,CENTER
001282,CENTER
001283,LEFT
001284,CENTER
001285,CENTER
001286,LEFT
001287,CENTER
001288,CENTER
001289,CENTER
001290,CENTER
001291,CENTER
001292,RIGHT
001293,CENTER
001294,CENTER
001295,CENTER
001296,CENTER
001297,CENTER
001298,CENTER
001299,CENTER
001300,RIGHT
001301,CENTER
001302,CENTER
001303,CENTER
001304,CENTER
001305,CENTER
001306,CENTER
001307,LEFT
001308,CENTER
001309,CENTER
001310,CENTER
001311,CENTER
001312,CENTER
001313,LEFT
001314,CENTER
001315,CENTER
001316,CENTER
001317,CENTER
001318,CENTER
001319,CENTER
001320,CENTER
001321,CENTER
001322,CENTER
001323,CENTER
001324,CENTER
001325,CENTER
001326,CENTER
001327,RIGHT
001328,RIGHT
001329,LEFT
001330,LEFT
001331,LEFT
001332,RIGHT
001333,CENTER
001334,CENTER
001335,CENTER
001336,LEFT
001337,LEFT
001338,CENTER
001339,CENTER
001340,LEFT
001341,RIGHT
001342,LEFT
001343,CENTER
001344,LEFT
001345,CENTER
001346,CENTER
001347,CENTER
001348,CENTER
001349,CENTER
001350,LEFT
001351,CENTER
001352,CENTER
001353,RIGHT
001354,LEFT
001355,LEFT
001356,CENTER
001357,CENTER
001358,CENTER
001359,LEFT
001360,CENTER
001361,CENTER
001362,CENTER
001363,CENTER
001364,LEFT
001365,CENTER
001366,CENTER
001367,CENTER
001368,CENTER
001369,CENTER
001370,CENTER
001371,LEFT
001372,LEFT
001373,RIGHT
001374,CENTER
001375,CENTER
001376,CENTER
001377,CENTER
001378,CENTER
001379,CENTER
001380,RIGHT
001381,CENTER
001382,CENTER
001383,CENTER
001384,LEFT
001385,LEFT
001386,LEFT
001387,CENTER
001388,CENTER
001389,LEFT
001390,CENTER
001391,CENTER
001392,LEFT
001393,CENTER
001394,RIGHT
001395,RIGHT
001396,CENTER
001397,CENTER
001398,CENTER
001399,CENTER
001400,CENTER
001401,RIGHT
001402,CENTER
001403,CENTER
001404,CENTER
001405,CENTER
001406,CENTER
001407,RIGHT
001408,CENTER
001409,CENTER
001410,CENTER
001411,CENTER
001412,LEFT
001413,CENTER
001414,LEFT
001415,RIGHT
001416,CENTER
001417,RIGHT
001418,CENTER
001419,CENTER
001420,CENTER
001421,CENTER
001422,CENTER
001423,CENTER
001424,CENTER
001425,CENTER
001426,RIGHT
001427,CENTER
001428,CENTER
001429,CENTER
001430,CENTER
001431,CENTER
001432,CENTER
001433,CENTER
001434,CENTER
001435,CENTER
001436,CENTER
001437,CENTER
001438,LEFT
001439,RIGHT
001440,RIGHT
001441,LEFT
001442,CENTER
001443,LEFT
001444,CENTER
001445,CENTER
001446,CENTER
001447,CENTER
001448,CENTER
001449,CENTER
001450,CENTER
001451,CENTER
001452,CENTER
001453,CENTER
001454,CENTER
001455,CENTER
001456,CENTER
001457,RIGHT
001458,RIGHT
001459,CENTER
001460,RIGHT
001461,CENTER
001462,CENTER
001463,LEFT
001464,RIGHT
001465,LEFT
001466,CENTER
001467,LEFT
001468,CENTER
001469,CENTER
001470,CENTER
001471,CENTER
001472,CENTER
001473,CENTER
001474,CENTER
001475,CENTER
001476,CENTER
001477,CENTER
001478,RIGHT
001479,LEFT
001480,LEFT
001481,CENTER
001482,RIGHT
001483,CENTER
001484,RIGHT
001485,CENTER
001486,CENTER
001487,CENTER
001488,CENTER
001489,RIGHT
001490,RIGHT
001491,CENTER
001492,CENTER
001493,CENTER
001494,LEFT
001495,LEFT
001496,CENTER
001497,CENTER
001498,CENTER
001499,CENTER
001500,CENTER
001501,LEFT
001502,CENTER
001503,CENTER
001504,CENTER
001505,RIGHT
001506,CENTER
001507,CENTER
001508,CENTER
001509,CENTER
001510,CENTER
001511,RIGHT
001512,CENTER
001513,CENTER
001514,LEFT
001515,LEFT
001516,CENTER
001517,RIGHT
001518,LEFT
001519,LEFT
001520,CENTER
001521,CENTER
001522,CENTER
001523,RIGHT
001524,RIGHT
001525,CENTER
001526,CENTER
001527,CENTER
001528,CENTER
001529,CENTER
001530,CENTER
001531,CENTER
001532,LEFT
001533,RIGHT
001534,LEFT
001535,CENTER
001536,CENTER
001537,CENTER
001538,CENTER
001539,LEFT
001540,LEFT
001541,CENTER
001542,CENTER
001543,CENTER
001544,CENTER
001545,CENTER
001546,CENTER
001547,CENTER
001548,LEFT
001549,CENTER
001550,CENTER
001551,CENTER
001552,CENTER
001553,CENTER
001554,CENTER
001555,LEFT
001556,CENTER
001557,CENTER
001558,CENTER
001559,RIGHT
001560,CENTER
001561,CENTER
001562,CENTER
001563,CENTER
001564,RIGHT
001565,CENTER
001566,CENTER
001567,CENTER
001568,CENTER
001569,LEFT
001570,RIGHT
001571,CENTER
001572,CENTER
001573,CENTER
001574,CENTER
001575,CENTER
001576,CENTER
001577,CENTER
001578,CENTER
001579,CENTER
001580,CENTER
001581,LEFT
001582,RIGHT
001583,CENTER
001584,LEFT
001585,CENTER
001586,CENTER
001587,CENTER
001588,CENTER
001589,CENTER
001590,LEFT
001591,LEFT
001592,CENTER
001593,CENTER
001594,CENTER
001595,CENTER
001596,LEFT
001597,CENTER
001598,RIGHT
001599,LEFT
001600,RIGHT
001601,CENTER
001602,RIGHT
001603,CENTER
001604,CENTER
001605,CENTER
001606,CENTER
001607,CENTER
001608,CENTER
001609,RIGHT
001610,CENTER
001611,RIGHT
001612,CENTER
001613,CENTER
001614,CENTER
001615,CENTER
001616,CENTER
001617,CENTER
001618,CENTER
001619,RIGHT
001620,RIGHT
001621,CENTER
001622,CENTER
001623,CENTER
001624,CENTER
001625,CENTER
001626,CENTER
001627,LEFT
001628,RIGHT
001629,CENTER
001630,CENTER
001631,CENTER
001632,LEFT
001633,CENTER
001634,CENTER
001635,CENTER
001636,CENTER
001637,CENTER
001638,CENTER
001639,CENTER
001640,CENTER
001641,RIGHT
001642,RIGHT
001643,CENTER
001644,CENTER
001645,LEFT
001646,LEFT
001647,CENTER
001648,CENTER
001649,CENTER
001650,CENTER
001651,RIGHT
001652,LEFT
001653,CENTER
001654,CENTER
001655,CENTER
001656,CENTER
001657,CENTER
001658,LEFT
001659,CENTER
001660,CENTER
001661,CENTER
001662,CENTER
001663,CENTER
001664,CENTER
001665,CENTER
001666,CENTER
001667,CENTER
001668,CENTER
001669,RIGHT
001670,LEFT
001671,CENTER
001672,CENTER
001673,CENTER
001674,RIGHT
001675,RIGHT
001676,CENTER
001677,CENTER
001678,LEFT
001679,RIGHT
001680,LEFT
001681,CENTER
001682,CENTER
001683,CENTER
001684,RIGHT
001685,CENTER
001686,CENTER
001687,CENTER
001688,RIGHT
001689,RIGHT
001690,LEFT
001691,RIGHT
001692,CENTER
001693,CENTER
001694,CENTER
001695,CENTER
001696,CENTER
001697,CENTER
001698,CENTER
001699,RIGHT
001700,CENTER
001701,LEFT
001702,CENTER
001703,CENTER
001704,CENTER
001705,CENTER
001706,LEFT
001707,CENTER
001708,CENTER
001709,CENTER
001710,CENTER
001711,CENTER
001712,CENTER
001713,LEFT
001714,CENTER
001715,LEFT
001716,CENTER
001717,LEFT
001718,CENTER
001719,RIGHT
